cluster_id,cluster_label,keyword,search_volume,keyword_difficulty,intent,cluster_total_volume,cluster_avg_difficulty,cluster_size,quality_score
9,Gas Thermostat,gas fireplace insert thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace insert with thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace on thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace programmable thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace temperature,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace temperature control,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace thermostat control,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace thermostat installation,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace thermostats,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace wall thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace with temperature control,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace with thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas fireplace with thermostat control,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas log fireplace thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas log thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas logs thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas logs with remote and thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,gas logs with thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,heat control thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,how does a gas fireplace thermostat work,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,how to turn on gas wall heater,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,how to wire a thermostat to a gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,indoor gas heater with thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,key to turn on gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,low voltage thermostat for gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,natural gas fireplace with thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,natural gas heater with thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,programmable thermostat for gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,propane fireplace thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,propane stove thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,smart thermostat gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat control for gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat controlled fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat controlled gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat controlled gas logs,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for a gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for fireplace insert,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for gas,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for gas fireplace insert,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for gas log fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for gas logs,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for propane fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for propane stove,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for smoker,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat for wood stove,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat function,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat gas logs,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat in same room as fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostat on gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,thermostats for gas fireplaces,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,turning up water heater,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,wall mounted thermostat for gas fireplace,0,0,informational,0,0.0,74,53.11
9,Gas Thermostat,wall thermostat for gas fireplace,0,0,informational,0,0.0,74,53.11
10,Fireplace Brick,best cleaner for fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,best fireplace brick cleaner,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,best way to clean a brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,best way to clean brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,best way to clean bricks on a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,best way to clean fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,brick cleaner fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,brick cleaner for fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,brick fireplace cleaner,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,brick fireplace cleaning,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean a brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean brick on fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean bricks around fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean bricks in fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean bricks on fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean fireplace brick with dawn,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean inside fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean soot from brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean soot from bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean soot from fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,clean soot off brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaner for brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaner for fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning a brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning a fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning brick fireplaces,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning brick hearth,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning brick on fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning bricks around fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning bricks in fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning bricks on fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning brickwork fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning chimney bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning fire brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning fireplace glass with wd40,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning fireplace soot from brick or stone,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning red brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning soot from brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning soot from fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,cleaning soot off brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,fire place bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,fireplace brick cleaner,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,fireplace brick cleaning,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,fireplace brick cleaning services,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how clean brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do i clean brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do i clean bricks on a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do i clean fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do i clean soot off brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do you clean a brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do you clean brick around a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do you clean brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do you clean brick on a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do you clean bricks on a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do you clean fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do you clean fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how do you clean soot from fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean a brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean a brick fireplace exterior,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean a brick fireplace hearth,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean a brick hearth,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean a fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean a gas fireplace glass on the inside,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean a red brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean an old brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean and maintain a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean ash off brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean black soot off fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick around fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick chimney inside,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick fireplace exterior,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick fireplace hearth,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick fireplace indoors,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick fireplace inside house,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick fireplace surround,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick hearth,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick hearth for fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick in fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick inside fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick on a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean brick on fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean bricks around fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean bricks in fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean bricks on a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean bricks on fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean chimney brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean chimney bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean creosote from brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean creosote from fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean dust off brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean electric fireplace tv stand,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fire brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fire brick inside fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fire bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fire place brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fireplace brick and mortar,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fireplace brick hearth,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fireplace brick soot,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fireplace brick with vinegar,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fireplace bricks with vinegar,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fireplace bricks without harsh chemicals,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean fireplaces,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean gas fire coals,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean gas fireplace rocks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean hearth bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean indoor brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean indoor fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean inside brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean inside fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean inside of fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean inside of fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean interior brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean old brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean painted brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean red brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean red bricks on a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean smoke from fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean soot from brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean soot from fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean soot from fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean soot off a brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean soot off brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean soot off bricks in fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean soot off fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean sooty fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean the brick inside a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean the bricks on a fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean the fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean the fireplace bricks,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean the inside of a brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean up a brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean up bricks in fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to clean white brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to dust brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to get black soot off fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to get soot off of brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to remove soot from brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to remove soot from fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to wash a brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,how to wash brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,remove soot from brick fireplace,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,restore fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,restoring fireplace brickwork,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,soot on fireplace brick,0,0,informational,0,0.0,159,48.75
10,Fireplace Brick,soot remover for fireplace,0,0,informational,0,0.0,159,48.75
